,Reg3b,Reg3g,Apoa1,Guca2b,Zg16,Rpl37,Rpl37a,Oat,Rps28,Rps21
1015,2.9388487,2.4963179,1.4654536,0.9725033,0.957346,3.3758354,3.5895216,2.6393375,2.149701,2.1154714
1016,2.94054,2.4975266,1.4660082,0.972944,0.9576479,3.3756094,3.589277,2.6390886,2.149432,2.1152751
1017,2.9422314,2.4987354,1.4665627,0.9733848,0.9579496,3.3753839,3.5890324,2.6388388,2.1491623,2.1150787
1018,2.9439256,2.4999475,1.4671178,0.97382206,0.9582575,3.3751583,3.5887907,2.6385918,2.1488929,2.1148853
1019,2.9456205,2.5011616,1.4676719,0.9742578,0.9585676,3.3749347,3.5885496,2.638345,2.1486232,2.114693
1020,2.947316,2.5023756,1.4682269,0.9746936,0.9588779,3.3747106,3.5883079,2.638099,2.148353,2.1145005
1021,2.9490108,2.5035903,1.4687817,0.9751298,0.95918834,3.3744864,3.5880666,2.637852,2.1480834,2.114308
1022,2.9507113,2.5048113,1.4693367,0.9755678,0.95950055,3.374261,3.5878243,2.6376023,2.1478128,2.1141143
1023,2.9524117,2.506032,1.4698918,0.9760059,0.9598129,3.3740354,3.587584,2.6373515,2.147542,2.1139212
1024,2.9541123,2.507253,1.4704466,0.9764437,0.9601252,3.3738103,3.5873418,2.6371014,2.1472716,2.1137278
1025,2.9558122,2.5084736,1.4710019,0.9768819,0.96043754,3.3735847,3.5871003,2.636852,2.147001,2.1135342
1026,2.9575255,2.5097086,1.471559,0.9773183,0.9607605,3.3733578,3.5868547,2.6365988,2.1467304,2.1133373
1027,2.9592426,2.5109496,1.4721177,0.9777533,0.96108794,3.3731294,3.5866077,2.636345,2.1464581,2.1131387
1028,2.9609601,2.512191,1.4726756,0.9781887,0.96141535,3.3729024,3.5863602,2.6360903,2.146186,2.11294
1029,2.9626775,2.513432,1.4732337,0.9786237,0.9617428,3.3726745,3.5861132,2.6358364,2.145915,2.1127412
1030,2.9643958,2.5146728,1.4737918,0.979059,0.9620704,3.3724475,3.5858653,2.6355822,2.1456435,2.1125426
1031,2.9661133,2.5159135,1.47435,0.97949433,0.962398,3.3722196,3.5856192,2.635328,2.1453712,2.1123443
1032,2.9678307,2.5171547,1.4749084,0.9799295,0.9627254,3.3719916,3.5853717,2.635074,2.1451,2.1121457
1033,2.9695458,2.518398,1.4754672,0.9803644,0.96305394,3.3717642,3.5851247,2.63482,2.14483,2.111948
1034,2.9712584,2.5196435,1.476027,0.98079914,0.9633835,3.3715367,3.584879,2.6345658,2.1445613,2.111751
1035,2.9729722,2.5208883,1.4765866,0.9812338,0.9637125,3.3713098,3.5846326,2.6343122,2.144292,2.1115546
1036,2.9746857,2.5221343,1.4771452,0.98166823,0.96404195,3.3710814,3.584386,2.6340585,2.144023,2.1113577
1037,2.976398,2.5233796,1.4777019,0.982102,0.9643708,3.3708515,3.5841372,2.6338027,2.1437535,2.1111605
1038,2.978111,2.5246246,1.4782591,0.982536,0.96470004,3.3706207,3.583889,2.6335478,2.1434836,2.1109636
1039,2.9798238,2.5258698,1.4788153,0.98296976,0.96502876,3.3703904,3.5836413,2.6332934,2.143214,2.110767
1040,2.981537,2.5271153,1.4793723,0.9834036,0.9653578,3.3701596,3.5833933,2.6330383,2.1429446,2.1105697
1041,2.9832504,2.5283608,1.4799292,0.98383754,0.96568686,3.3699298,3.5831454,2.6327832,2.142675,2.1103728
1042,2.984963,2.5296056,1.4804857,0.9842711,0.96601576,3.3696995,3.582897,2.6325283,2.1424055,2.1101756
1043,2.9866767,2.5308518,1.4810424,0.984705,0.9663454,3.3694692,3.5826495,2.6322734,2.142136,2.1099784
1044,2.9883912,2.532098,1.4815993,0.98513854,0.96667707,3.3692393,3.582402,2.6320205,2.1418672,2.1097806
1045,2.990107,2.5333443,1.4821563,0.98557204,0.9670086,3.3690085,3.5821552,2.631767,2.1415982,2.1095817
1046,2.9918277,2.5345976,1.4827178,0.9860088,0.9673485,3.3687773,3.5819085,2.6315098,2.1413324,2.1093862
1047,2.9935486,2.535853,1.48328,0.98644614,0.9676893,3.368545,3.5816636,2.6312525,2.1410668,2.109191
1048,2.9952695,2.5371072,1.4838417,0.98688334,0.96803015,3.3683133,3.5814173,2.630995,2.1408007,2.1089954
1049,2.9969912,2.5383618,1.4844036,0.9873206,0.96837115,3.368081,3.5811727,2.6307378,2.1405358,2.1088002
1050,2.998712,2.5396163,1.4849656,0.9877577,0.968712,3.3678493,3.5809262,2.6304808,2.1402705,2.1086047
1051,3.0004334,2.5408707,1.4855278,0.9881951,0.9690526,3.367618,3.580681,2.6302226,2.1400046,2.1084094
1052,3.0021544,2.5421255,1.4860892,0.98863226,0.9693935,3.3673863,3.580435,2.6299648,2.1397388,2.1082141
1053,3.0038755,2.5433803,1.4866514,0.9890695,0.9697344,3.367155,3.5801895,2.6297078,2.1394734,2.108019
1054,3.0055962,2.5446346,1.4872136,0.98950666,0.9700752,3.3669229,3.579944,2.6294503,2.1392078,2.1078236
1055,3.007318,2.5458894,1.4877751,0.98994386,0.97041595,3.3666902,3.5796983,2.6291926,2.1389425,2.107628
1056,3.0090392,2.5471437,1.488337,0.9903812,0.97075677,3.366459,3.5794523,2.6289356,2.1386771,2.1074326
1057,3.0107598,2.5483985,1.488899,0.99081844,0.97109735,3.3662271,3.5792067,2.6286783,2.138411,2.1072385
1058,3.0124586,2.5496478,1.489464,0.99125344,0.9714303,3.365996,3.5789616,2.6284237,2.1381412,2.1070435
1059,3.0141578,2.550897,1.4900291,0.9916889,0.9717633,3.3657637,3.5787168,2.6281695,2.137871,2.106849
1060,3.0158567,2.552147,1.4905934,0.99212486,0.9720966,3.365532,3.5784717,2.6279144,2.1375997,2.106654
1061,3.017556,2.553397,1.4911578,0.9925609,0.9724295,3.3652997,3.5782254,2.6276593,2.1373296,2.1064594
1062,3.0192542,2.5546472,1.4917221,0.99299663,0.9727626,3.365068,3.5779805,2.627405,2.137059,2.1062648
1063,3.0209534,2.5558975,1.4922864,0.99343234,0.97309434,3.3648357,3.5777354,2.6271496,2.1367884,2.1060703
1064,3.0226498,2.5571518,1.492851,0.99386644,0.9734152,3.3645992,3.5774868,2.6268897,2.1365135,2.1058757
1065,3.024346,2.5584056,1.4934144,0.9943002,0.97373605,3.3643627,3.5772374,2.6266298,2.1362393,2.1056814
1066,3.0260425,2.5596595,1.4939787,0.9947341,0.9740569,3.3641262,3.576989,2.62637,2.1359642,2.1054873
1067,3.0277429,2.560915,1.4945462,0.99516904,0.97437626,3.3638902,3.5767415,2.6261086,2.135689,2.1052926
1068,3.0294473,2.562173,1.4951155,0.99560446,0.97469383,3.3636537,3.5764945,2.6258454,2.1354132,2.1050978
1069,3.0311506,2.5634308,1.4956851,0.99604017,0.9750116,3.3634167,3.576247,2.6255834,2.1351373,2.1049032
1070,3.0328546,2.564688,1.4962542,0.99647576,0.9753293,3.3631792,3.5760005,2.6253204,2.1348615,2.104709
1071,3.0345588,2.5659456,1.496824,0.99691135,0.975647,3.3629422,3.5757535,2.6250577,2.1345856,2.1045144
1072,3.0362628,2.5672035,1.4973936,0.9973469,0.9759648,3.3627057,3.575506,2.6247954,2.1343098,2.10432
1073,3.0379665,2.5684614,1.497963,0.9977827,0.9762824,3.3624682,3.5752594,2.6245332,2.134034,2.1041257
1074,3.0396707,2.569719,1.4985323,0.99821806,0.9766002,3.3622313,3.5750124,2.6242697,2.1337578,2.1039317
1075,3.0413744,2.5709765,1.4991019,0.9986535,0.976918,3.3619947,3.5747654,2.6240077,2.1334822,2.1037369
1076,3.0430784,2.5722342,1.4996715,0.99908924,0.9772358,3.3617573,3.5745175,2.6237445,2.1332064,2.1035426
1077,3.0447824,2.573492,1.500241,0.9995249,0.97755355,3.3615208,3.5742705,2.623482,2.1329305,2.103348
1078,3.0464861,2.5747495,1.5008106,0.9999604,0.9778713,3.3612838,3.574024,2.6232195,2.1326547,2.1031532
1079,3.04819,2.5760076,1.5013802,1.000396,0.9781889,3.3610468,3.5737772,2.6229568,2.132379,2.102959
1080,3.0498939,2.577265,1.5019498,1.0008316,0.9785067,3.3608108,3.5735295,2.622694,2.1321027,2.1027644
1081,3.051598,2.578523,1.5025191,1.0012672,0.9788243,3.3605733,3.5732825,2.6224318,2.131827,2.1025698
1082,3.0533018,2.57978,1.5030885,1.0017028,0.9791422,3.3603363,3.5730355,2.6221683,2.1315513,2.1023755
1083,3.0550065,2.581038,1.503658,1.0021384,0.97945994,3.3600998,3.572788,2.621906,2.1312752,2.1021812
1084,3.0567098,2.5822954,1.5042274,1.002574,0.97977763,3.3598628,3.5725415,2.6216435,2.130999,2.101987
1085,3.0584135,2.583553,1.5047972,1.0030096,0.9800952,3.3596258,3.572295,2.6213808,2.130724,2.1017919
1086,3.0601175,2.584811,1.5053666,1.0034453,0.98041314,3.3593888,3.572047,2.6211185,2.1304476,2.1015978
1087,3.061822,2.5860689,1.5059364,1.0038807,0.9807307,3.3591518,3.5718002,2.6208558,2.1301715,2.1014028
1088,3.0635252,2.587326,1.5065057,1.0043163,0.98104864,3.3589149,3.571553,2.6205926,2.1298957,2.1012084
1089,3.0652294,2.5885842,1.5070751,1.0047519,0.9813662,3.3586779,3.571306,2.6203303,2.1296198,2.1010144
1090,3.0669336,2.5898418,1.5076444,1.0051876,0.98168397,3.3584414,3.5710592,2.620068,2.1293442,2.1008198
1091,3.0686374,2.5910993,1.5082142,1.0056231,0.98200166,3.3582044,3.570812,2.619805,2.1290684,2.100625
1092,3.070341,2.5923572,1.5087838,1.0060587,0.9823195,3.357967,3.570565,2.6195421,2.1287925,2.100431
1093,3.0720453,2.5936146,1.5093536,1.0064943,0.98263717,3.3577304,3.570318,2.6192799,2.1285164,2.1002364
1094,3.073749,2.5948725,1.5099227,1.0069301,0.982955,3.3574934,3.570071,2.6190174,2.1282403,2.1000416
1095,3.0754528,2.5961301,1.5104921,1.0073655,0.9832727,3.3572564,3.5698242,2.6187544,2.1279647,2.099847
1096,3.077157,2.5973876,1.5110619,1.007801,0.98359036,3.3570194,3.5695765,2.6184914,2.1276884,2.099653
1097,3.0788603,2.5986454,1.511631,1.0082366,0.9839081,3.3567834,3.56933,2.618229,2.1274133,2.0994585
1098,3.0805645,2.599903,1.5122006,1.0086722,0.98422587,3.356546,3.5690825,2.6179664,2.1271374,2.099264
1099,3.0822697,2.6011605,1.5127695,1.0091064,0.9845425,3.3563085,3.568835,2.6177042,2.1268604,2.0990696
1100,3.0839734,2.602418,1.5133374,1.0095406,0.98485905,3.3560705,3.5685873,2.6174417,2.1265838,2.098875
1101,3.085678,2.6036754,1.5139055,1.0099747,0.98517555,3.355833,3.568339,2.6171794,2.1263075,2.0986805
1102,3.0873823,2.604935,1.5144773,1.0104129,0.9854893,3.3555965,3.5680919,2.6169162,2.1260297,2.098484
1103,3.089086,2.6061947,1.5150495,1.0108521,0.9858027,3.355362,3.5678444,2.6166527,2.1257513,2.0982866
1104,3.090789,2.6074543,1.5156219,1.011291,0.98611593,3.3551264,3.5675972,2.6163895,2.1254735,2.0980897
1105,3.092493,2.608714,1.5161943,1.0117302,0.98642915,3.3548908,3.5673492,2.6161256,2.1251955,2.0978923
1106,3.0941963,2.609974,1.5167663,1.0121691,0.9867423,3.3546553,3.5671017,2.6158624,2.124917,2.0976954
1107,3.095899,2.6112335,1.5173388,1.012608,0.98705554,3.3544202,3.5668538,2.6155987,2.124639,2.0974984
1108,3.097603,2.6124933,1.517911,1.0130472,0.98736876,3.3541842,3.5666063,2.6153355,2.124361,2.0973008
1109,3.0993066,2.6137528,1.5184834,1.0134864,0.9876821,3.353949,3.566359,2.615072,2.124083,2.0971036
1110,3.1010098,2.615013,1.5190556,1.0139253,0.98799527,3.3537135,3.5661108,2.614809,2.1238053,2.0969067
1111,3.1027136,2.6162727,1.5196278,1.0143641,0.9883087,3.353478,3.5658634,2.6145456,2.123527,2.0967095
1112,3.1044168,2.6175323,1.5202005,1.0148032,0.988622,3.3532434,3.5656164,2.6142821,2.1232493,2.0965123
1113,3.1061215,2.6187925,1.5207727,1.0152427,0.9889349,3.3530073,3.565369,2.6140184,2.122971,2.0963154
1114,3.107833,2.6200585,1.5213449,1.0156853,0.98924255,3.3527756,3.5651205,2.613754,2.1226923,2.0961199
1115,3.109545,2.6213248,1.5219169,1.0161276,0.98955005,3.3525438,3.5648727,2.6134892,2.1224148,2.0959246
1116,3.1112561,2.6225905,1.5224891,1.0165701,0.9898577,3.3523111,3.5646255,2.6132245,2.1221366,2.0957289
1117,3.1129673,2.6238568,1.523061,1.0170124,0.99016535,3.352079,3.564377,2.6129594,2.1218581,2.0955334
1118,3.1146789,2.6251228,1.5236332,1.0174551,0.99047315,3.3518476,3.5641298,2.6126947,2.1215801,2.0953379
1119,3.1163907,2.626389,1.5242054,1.0178976,0.9907807,3.351615,3.5638816,2.61243,2.121302,2.0951428
1120,3.118102,2.6276548,1.5247777,1.0183399,0.99108833,3.3513823,3.5636342,2.6121652,2.121024,2.0949469
1121,3.119814,2.628921,1.5253499,1.0187823,0.9913961,3.35115,3.5633864,2.6118999,2.1207457,2.0947516
1122,3.1215258,2.6301873,1.5259218,1.019225,0.9917038,3.3509183,3.5631387,2.6116357,2.1204672,2.0945559
1123,3.1232362,2.631453,1.526494,1.0196674,0.9920114,3.350687,3.5628908,2.6113708,2.1201897,2.0943604
1124,3.124948,2.6327193,1.527066,1.0201099,0.9923189,3.3504539,3.5626428,2.6111066,2.1199112,2.0941646
1125,3.1266599,2.6339853,1.5276382,1.0205522,0.9926266,3.3502216,3.5623956,2.6108413,2.1196327,2.093969
1126,3.1283715,2.6352515,1.5282109,1.0209948,0.9929345,3.349989,3.5621474,2.6105766,2.1193547,2.0937736
1127,3.130083,2.6365173,1.5287824,1.0214372,0.99324197,3.3497572,3.5618994,2.610312,2.1190765,2.0935786
1128,3.1317942,2.637784,1.529355,1.0218798,0.9935498,3.3495255,3.5616524,2.6100473,2.1187985,2.0933828
1129,3.1335053,2.6390498,1.5299265,1.0223222,0.99385726,3.3492932,3.5614035,2.6097827,2.1185205,2.0931873
1130,3.135217,2.6403155,1.530499,1.0227647,0.9941651,3.3490605,3.561156,2.6095176,2.118242,2.0929916
1131,3.136929,2.6415818,1.5310712,1.023207,0.9944726,3.3488288,3.5609086,2.609253,2.1179636,2.092796
1132,3.1386404,2.642848,1.5316429,1.0236496,0.9947803,3.348597,3.5606606,2.608988,2.1176858,2.0926008
1133,3.1403544,2.6441145,1.5322146,1.0240936,0.9950889,3.3483644,3.5604143,2.6087227,2.1174085,2.092404
1134,3.1420677,2.6453817,1.5327859,1.0245378,0.99539757,3.3481321,3.5601676,2.6084576,2.1171315,2.0922072
1135,3.1437812,2.6466477,1.5333571,1.0249817,0.99570614,3.347899,3.559921,2.608193,2.116854,2.0920105
1136,3.1454954,2.6479144,1.5339282,1.0254258,0.99601465,3.3476667,3.5596745,2.6079276,2.116577,2.091814
1137,3.1472096,2.6491818,1.5344994,1.0258696,0.9963227,3.3474336,3.5594265,2.6076617,2.116299,2.0916166
1138,3.1489236,2.650449,1.5350707,1.0263134,0.9966309,3.3472004,3.559179,2.6073964,2.1160207,2.0914192
1139,3.150638,2.6517165,1.5356417,1.0267572,0.99693894,3.3469677,3.5589316,2.6071315,2.1157427,2.0912216
1140,3.152352,2.6529837,1.5362129,1.0272009,0.997247,3.3467336,3.5586836,2.6068654,2.1154652,2.0910242
1141,3.1540668,2.654251,1.5367842,1.0276449,0.997555,3.3465009,3.5584357,2.6065996,2.1151872,2.0908267
1142,3.1557813,2.655518,1.5373552,1.0280886,0.9978633,3.3462672,3.5581877,2.6063337,2.1149092,2.0906296
1143,3.1574957,2.6567857,1.5379264,1.0285326,0.9981714,3.346034,3.5579398,2.6060693,2.1146312,2.0904322
1144,3.15921,2.658053,1.5384977,1.0289764,0.99847937,3.3458009,3.5576923,2.6058033,2.1143537,2.0902348
1145,3.1609247,2.6593204,1.5390687,1.0294201,0.99878746,3.3455672,3.5574448,2.6055381,2.1140754,2.090037
1146,3.1626394,2.660588,1.53964,1.0298641,0.99909556,3.345334,3.5571973,2.6052725,2.1137972,2.08984
1147,3.1643534,2.6618545,1.540211,1.0303078,0.9994036,3.3451009,3.5569494,2.605007,2.1135194,2.0896423
1148,3.1660678,2.6631222,1.5407822,1.0307517,0.99971163,3.3448677,3.556702,2.6047416,2.1132417,2.089445
1149,3.1677825,2.6643896,1.5413535,1.0311954,1.0000199,3.344635,3.556454,2.6044755,2.112964,2.0892475
1150,3.1694992,2.6656575,1.5419269,1.0316374,1.000327,3.3443985,3.5562036,2.6042094,2.1126838,2.0890505
1151,3.1712193,2.6669278,1.5425031,1.0320771,1.0006329,3.3441582,3.5559494,2.6039412,2.112401,2.0888534
1152,3.1729398,2.6681974,1.5430799,1.0325167,1.0009385,3.3439174,3.5556943,2.6036732,2.112118,2.0886562
1153,3.1746602,2.6694667,1.5436568,1.0329573,1.0012443,3.3436766,3.5554397,2.6034048,2.1118352,2.0884593
1154,3.176385,2.6707306,1.5442374,1.0334022,1.0015465,3.3434348,3.5551822,2.6031358,2.1115525,2.0882611
1155,3.17811,2.671995,1.5448177,1.0338471,1.0018486,3.343193,3.5549245,2.6028662,2.11127,2.0880628
1156,3.1798348,2.673258,1.5453982,1.034292,1.0021507,3.3429508,3.5546672,2.602597,2.1109877,2.0878644
1157,3.1815593,2.6745226,1.545979,1.0347371,1.0024532,3.342709,3.5544097,2.6023273,2.110705,2.0876665
1158,3.1832845,2.6757867,1.5465593,1.035182,1.0027552,3.3424668,3.5541527,2.6020586,2.1104224,2.0874681
1159,3.185009,2.6770506,1.5471399,1.0356269,1.0030575,3.342225,3.5538952,2.6017892,2.1101403,2.08727
1160,3.1867332,2.6783144,1.5477204,1.036072,1.0033597,3.3419833,3.5536377,2.60152,2.1098573,2.087072
1161,3.1884582,2.6795785,1.548301,1.0365168,1.0036619,3.341741,3.5533805,2.6012506,2.109575,2.0868733
1162,3.1901834,2.6808424,1.5488813,1.0369618,1.003964,3.3414998,3.5531228,2.6009815,2.1092925,2.0866752
1163,3.1919086,2.6821065,1.5494621,1.0374069,1.0042663,3.341258,3.5528653,2.6007123,2.1090097,2.0864768
1164,3.1936326,2.6833704,1.5500429,1.037852,1.0045685,3.3410153,3.5526087,2.6004431,2.1087272,2.0862784
1165,3.1953576,2.6846342,1.5506232,1.0382967,1.0048709,3.340773,3.552351,2.6001735,2.1084447,2.0860806
1166,3.1970825,2.6858985,1.5512037,1.0387416,1.0051728,3.3405313,3.5520935,2.5999048,2.1081617,2.0858824
1167,3.1988068,2.687162,1.5517843,1.0391867,1.005475,3.34029,3.5518363,2.5996354,2.1078796,2.085684
1168,3.2005322,2.6884258,1.5523646,1.0396316,1.0057772,3.3400478,3.551579,2.5993657,2.107597,2.0854855
1169,3.2022564,2.68969,1.5529451,1.0400765,1.0060794,3.3398066,3.551321,2.5990963,2.1073143,2.0852873
1170,3.2039812,2.690954,1.5535257,1.0405214,1.0063815,3.3395638,3.5510638,2.5988274,2.1070318,2.0850892
1171,3.2057061,2.6922183,1.5541062,1.0409665,1.0066838,3.3393226,3.5508072,2.5985584,2.106749,2.0848908
1172,3.2074304,2.6934822,1.554687,1.0414114,1.006986,3.3390799,3.5505493,2.598289,2.1064668,2.0846927
1173,3.2091556,2.6947465,1.5552673,1.0418563,1.0072882,3.338838,3.5502918,2.5980196,2.106184,2.0844946
1174,3.2108784,2.696009,1.5558465,1.0423007,1.0075907,3.3385963,3.5500343,2.5977504,2.1059017,2.0842965
1175,3.2125874,2.6972632,1.5564182,1.0427396,1.0078945,3.3383546,3.5497758,2.5974762,2.1056206,2.0841048
1176,3.2142975,2.6985173,1.5569892,1.0431784,1.0081979,3.3381119,3.549517,2.5972035,2.1053398,2.0839136
1177,3.2160072,2.6997714,1.5575607,1.0436175,1.0085014,3.337871,3.5492585,2.5969303,2.105059,2.083722
1178,3.217717,2.7010257,1.5581322,1.0440567,1.0088052,3.3376288,3.5489998,2.5966563,2.1047776,2.0835307
1179,3.2194257,2.70228,1.5587034,1.0444956,1.0091088,3.337387,3.5487406,2.596383,2.1044965,2.0833392
1180,3.221136,2.7035341,1.5592749,1.0449347,1.0094123,3.3371449,3.5484822,2.5961099,2.1042159,2.0831475
1181,3.2228448,2.7047887,1.5598464,1.0453739,1.009716,3.336903,3.5482235,2.5958362,2.1039348,2.082956
1182,3.2245553,2.706043,1.5604177,1.0458128,1.0100195,3.3366613,3.5479653,2.5955627,2.1036537,2.0827649
1183,3.2262645,2.7072968,1.5609891,1.0462518,1.0103232,3.336419,3.5477064,2.5952892,2.1033728,2.0825732
1184,3.227974,2.7085514,1.5615609,1.0466912,1.0106268,3.3361764,3.547448,2.5950155,2.103092,2.082382
1185,3.2296836,2.7098057,1.5621321,1.0471299,1.0109303,3.335935,3.5471895,2.5947428,2.1028109,2.0821903
1186,3.2313936,2.71106,1.5627031,1.047569,1.011234,3.3356934,3.546931,2.594469,2.10253,2.0819988
1187,3.2331033,2.7123141,1.5632751,1.0480081,1.0115376,3.3354511,3.5466719,2.594196,2.102249,2.0818074
1188,3.2348123,2.7135687,1.5638459,1.048447,1.011841,3.3352094,3.5464132,2.5939226,2.1019676,2.0816162
1189,3.2365217,2.7148225,1.5644178,1.0488862,1.0121447,3.3349676,3.5461555,2.593649,2.1016867,2.0814242
1190,3.2382317,2.7160769,1.5649891,1.049325,1.0124484,3.3347254,3.545896,2.5933757,2.1014059,2.0812328
1191,3.2399406,2.7173312,1.5655606,1.0497642,1.012752,3.3344831,3.5456378,2.593102,2.1011248,2.0810413
1192,3.2416506,2.718586,1.5661321,1.0502033,1.0130556,3.3342414,3.545379,2.5928285,2.1008434,2.08085
1193,3.24336,2.71984,1.5667031,1.0506423,1.0133593,3.3339996,3.54512,2.592555,2.100563,2.0806584
1194,3.2450695,2.721094,1.567275,1.0510813,1.0136628,3.3337579,3.5448616,2.5922823,2.1002812,2.0804672
1195,3.2467794,2.7223487,1.5678463,1.0515206,1.0139664,3.3335152,3.5446029,2.5920088,2.1000006,2.0802758
1196,3.2484896,2.7236035,1.5684173,1.0519593,1.0142701,3.3332734,3.5443447,2.5917351,2.0997195,2.0800846
1197,3.2501824,2.724852,1.5689821,1.0523944,1.0145763,3.3330317,3.5440843,2.5914617,2.0994377,2.0798907
1198,3.2518735,2.7261019,1.5695457,1.052829,1.0148827,3.332789,3.5438235,2.5911882,2.0991557,2.0796978
1199,3.253566,2.7273505,1.5701098,1.0532637,1.0151892,3.3325467,3.5435631,2.5909138,2.0988734,2.0795045
1200,3.255258,2.728601,1.5706732,1.0536981,1.0154953,3.3323035,3.543302,2.5906403,2.098591,2.0793111
1201,3.2569494,2.7298503,1.5712371,1.0541328,1.0158018,3.3320613,3.5430415,2.5903673,2.0983086,2.079118
1202,3.258641,2.7310994,1.5718012,1.0545673,1.0161084,3.331819,3.5427809,2.590094,2.0980268,2.078925
1203,3.2603402,2.7323532,1.5723658,1.0550022,1.0164176,3.331575,3.542518,2.5898185,2.0977452,2.07873
1204,3.2620444,2.73361,1.5729306,1.0554378,1.0167284,3.3313298,3.5422547,2.5895417,2.097463,2.0785341
1205,3.2637482,2.7348673,1.5734956,1.0558729,1.0170394,3.3310847,3.5419924,2.5892656,2.0971818,2.0783381
1206,3.265452,2.7361233,1.5740607,1.0563083,1.0173503,3.3308396,3.5417283,2.5889888,2.0969002,2.0781426
1207,3.267156,2.7373803,1.574626,1.0567439,1.0176613,3.330594,3.5414648,2.5887122,2.096619,2.0779471
1208,3.2688599,2.738637,1.575191,1.0571792,1.0179724,3.330349,3.5412016,2.588436,2.0963368,2.0777512
1209,3.270564,2.739894,1.5757561,1.0576143,1.0182832,3.3301034,3.5409381,2.58816,2.0960553,2.0775557
1210,3.2722852,2.7411644,1.5763257,1.0580506,1.0186001,3.3298478,3.5406654,2.58787,2.095768,2.0773544
1211,3.274007,2.7424366,1.5768957,1.0584867,1.0189173,3.3295903,3.5403912,2.5875795,2.0954795,2.077153
1212,3.275755,2.7437267,1.5774648,1.0589242,1.019235,3.3293266,3.540109,2.5872874,2.095187,2.0769491
1213,3.2775187,2.7450254,1.5780363,1.0593634,1.0195532,3.3290582,3.5398214,2.5869935,2.094892,2.0767443
1214,3.2792826,2.7463245,1.5786071,1.0598022,1.0198716,3.3287897,3.5395343,2.5866997,2.0945976,2.076539
1215,3.281047,2.747624,1.5791783,1.0602413,1.0201901,3.3285213,3.5392468,2.586406,2.0943024,2.076334
1216,3.2828112,2.7489233,1.5797493,1.0606804,1.0205085,3.3282533,3.5389588,2.5861125,2.0940075,2.0761282
1217,3.2845743,2.7502224,1.5803208,1.0611193,1.0208269,3.3279843,3.5386715,2.5858192,2.0937126,2.0759232
1218,3.2863393,2.751522,1.5808916,1.0615582,1.0211452,3.3277164,3.5383842,2.585525,2.093418,2.075718
1219,3.288103,2.7528214,1.5814626,1.0619974,1.0214638,3.327448,3.5380962,2.5852315,2.093123,2.0755124
1220,3.289867,2.7541208,1.5820339,1.0624366,1.021782,3.32718,3.5378096,2.5849376,2.0928285,2.0753071
1221,3.291631,2.7554197,1.5826049,1.0628754,1.0221003,3.3269114,3.5375216,2.584644,2.0925333,2.075102
1222,3.293395,2.756719,1.5831759,1.0633144,1.0224189,3.326643,3.537234,2.5843506,2.0922387,2.0748966
1223,3.2951589,2.758018,1.5837469,1.0637534,1.0227373,3.3263745,3.5369473,2.5840569,2.0919442,2.074691
1224,3.296923,2.7593174,1.5843177,1.0641924,1.0230558,3.3261065,3.5366597,2.5837634,2.0916488,2.0744863
1225,3.298687,2.7606165,1.5848894,1.0646316,1.0233741,3.325838,3.5363717,2.5834696,2.0913541,2.074281
1226,3.3004513,2.7619157,1.5854602,1.0650706,1.0236926,3.3255692,3.5360844,2.5831761,2.0910594,2.074076
1227,3.3022046,2.7632074,1.5860295,1.0655155,1.0240065,3.3253021,3.535798,2.5828822,2.0907683,2.0738754
1228,3.3039556,2.7644973,1.5865991,1.065962,1.0243187,3.325035,3.5355127,2.5825872,2.0904799,2.0736768
1229,3.3057055,2.765786,1.5871685,1.0664086,1.0246311,3.3247676,3.5352266,2.5822928,2.09019,2.0734782
1230,3.3074563,2.7670758,1.587738,1.0668552,1.0249435,3.3245006,3.534941,2.5819983,2.0899005,2.07328
1231,3.3092067,2.7683647,1.5883071,1.0673018,1.025256,3.3242335,3.5346558,2.5817037,2.0896113,2.0730813
1232,3.310958,2.7696543,1.5888765,1.0677483,1.0255684,3.3239665,3.5343697,2.5814092,2.0893216,2.072883
1233,3.3127089,2.770944,1.5894458,1.0681949,1.0258807,3.323699,3.5340838,2.5811148,2.089032,2.0726838
1234,3.314459,2.772233,1.5900149,1.0686412,1.026193,3.323432,3.533798,2.5808198,2.0887427,2.0724857
1235,3.3162098,2.773522,1.590584,1.0690887,1.0265056,3.323165,3.5335128,2.5805259,2.0884542,2.0722878
1236,3.3179588,2.7748103,1.5911517,1.0695393,1.0268173,3.3228993,3.5332277,2.5802326,2.088169,2.0720918
1237,3.3197093,2.7760987,1.5917199,1.0699897,1.027129,3.3226342,3.532942,2.5799396,2.087884,2.0718963
1238,3.3214586,2.7773874,1.5922878,1.07044,1.027441,3.3223681,3.5326562,2.5796466,2.0875986,2.0717003
1239,3.3232095,2.7786756,1.5928559,1.0708904,1.027753,3.3221016,3.532371,2.5793536,2.0873137,2.0715044
1240,3.3249595,2.7799644,1.5934238,1.0713408,1.0280648,3.3218365,3.5320847,2.5790598,2.0870283,2.0713086
1241,3.3267083,2.7812517,1.5939918,1.0717909,1.0283769,3.3215704,3.5317993,2.5787673,2.086743,2.0711129
1242,3.3284166,2.782512,1.5945313,1.0722203,1.0286851,3.3213034,3.5315115,2.5784726,2.0864592,2.070915
